"","county","date","diagnosis","catt_cases","goat_cases","shp_cases","cam_cases","diseases","hum_cases","species","farming","agropastoral","pastoral","fishing","riverine","year","hum_pop","incidence","sheep_pop","goat_pop","cam_pop","donkeys_pop","pigs_pop","catt_pop","catt_incidence","cam_incidence","goat_incidence","shp_incidence","human_incidence"
"32","Baringo",2015-04-01,"Laboratory",NA,NA,NA,NA,"brucellosis",324,"Human","Yes","Yes","No","No","No",2015,611244,53,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,53
"33","Baringo",2015-05-01,"Clinical",NA,NA,NA,NA,"brucellosis",183,"Human","Yes","Yes","No","No","No",2015,611244,30,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,30
"34","Baringo",2015-05-01,"Laboratory",NA,NA,NA,NA,"brucellosis",265,"Human","Yes","Yes","No","No","No",2015,611244,43,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,43
"35","Baringo",2015-06-01,"Clinical",NA,NA,NA,NA,"brucellosis",190,"Human","Yes","Yes","No","No","No",2015,611244,31,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,31
"36","Baringo",2015-06-01,"Laboratory",NA,NA,NA,NA,"brucellosis",271,"Human","Yes","Yes","No","No","No",2015,611244,44,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,44
"37","Baringo",2015-07-01,"Clinical",NA,NA,NA,NA,"brucellosis",209,"Human","Yes","Yes","No","No","No",2015,611244,34,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,34
"38","Baringo",2015-07-01,"Laboratory",NA,NA,NA,NA,"brucellosis",519,"Human","Yes","Yes","No","No","No",2015,611244,85,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,85
"39","Baringo",2015-08-01,"Clinical",NA,NA,NA,NA,"brucellosis",145,"Human","Yes","Yes","No","No","No",2015,611244,24,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,24
"40","Baringo",2015-08-01,"Laboratory",NA,NA,NA,NA,"brucellosis",409,"Human","Yes","Yes","No","No","No",2015,611244,67,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,67
"41","Baringo",2015-09-01,"Clinical",NA,NA,NA,NA,"brucellosis",163,"Human","Yes","Yes","No","No","No",2015,611244,27,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,27
"42","Baringo",2015-09-01,"Laboratory",NA,NA,NA,NA,"brucellosis",580,"Human","Yes","Yes","No","No","No",2015,611244,95,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,95
"43","Baringo",2015-10-01,"Clinical",NA,NA,NA,NA,"brucellosis",131,"Human","Yes","Yes","No","No","No",2015,611244,21,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,21
"44","Baringo",2015-10-01,"Laboratory",NA,NA,NA,NA,"brucellosis",729,"Human","Yes","Yes","No","No","No",2015,611244,119,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,119
"45","Baringo",2015-11-01,"Clinical",NA,NA,NA,NA,"brucellosis",120,"Human","Yes","Yes","No","No","No",2015,611244,20,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,20
"46","Baringo",2015-11-01,"Laboratory",NA,NA,NA,NA,"brucellosis",255,"Human","Yes","Yes","No","No","No",2015,611244,42,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,42
"47","Baringo",2015-12-01,"Clinical",NA,NA,NA,NA,"brucellosis",172,"Human","Yes","Yes","No","No","No",2015,611244,28,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,28
"48","Baringo",2015-12-01,"Laboratory",NA,NA,NA,NA,"brucellosis",309,"Human","Yes","Yes","No","No","No",2015,611244,51,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,51
"49","Baringo",2016-01-01,"Clinical",NA,NA,NA,NA,"brucellosis",175,"Human","Yes","Yes","No","No","No",2016,624675,28,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,28
"50","Baringo",2016-01-01,"Laboratory",NA,NA,NA,NA,"brucellosis",734,"Human","Yes","Yes","No","No","No",2016,624675,118,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,118
"51","Baringo",2016-02-01,"Clinical",NA,NA,NA,NA,"brucellosis",222,"Human","Yes","Yes","No","No","No",2016,624675,36,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,36
"52","Baringo",2016-02-01,"Laboratory",NA,NA,NA,NA,"brucellosis",899,"Human","Yes","Yes","No","No","No",2016,624675,144,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,144
"53","Baringo",2016-03-01,"Clinical",NA,NA,NA,NA,"brucellosis",172,"Human","Yes","Yes","No","No","No",2016,624675,28,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,28
"54","Baringo",2016-03-01,"Laboratory",NA,NA,NA,NA,"brucellosis",902,"Human","Yes","Yes","No","No","No",2016,624675,144,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,144
"55","Baringo",2016-04-01,"Clinical",NA,NA,NA,NA,"brucellosis",154,"Human","Yes","Yes","No","No","No",2016,624675,25,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,25
"56","Baringo",2016-04-01,"Laboratory",NA,NA,NA,NA,"brucellosis",435,"Human","Yes","Yes","No","No","No",2016,624675,70,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,70
"57","Baringo",2016-05-01,"Clinical",NA,NA,NA,NA,"brucellosis",167,"Human","Yes","Yes","No","No","No",2016,624675,27,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,27
"58","Baringo",2016-05-01,"Laboratory",NA,NA,NA,NA,"brucellosis",225,"Human","Yes","Yes","No","No","No",2016,624675,36,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,36
"59","Baringo",2016-06-01,"Clinical",NA,NA,NA,NA,"brucellosis",173,"Human","Yes","Yes","No","No","No",2016,624675,28,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,28
"60","Baringo",2016-06-01,"Laboratory",NA,NA,NA,NA,"brucellosis",491,"Human","Yes","Yes","No","No","No",2016,624675,79,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,79
"61","Baringo",2016-07-01,"Clinical",NA,NA,NA,NA,"brucellosis",219,"Human","Yes","Yes","No","No","No",2016,624675,35,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,35
"62","Baringo",2016-07-01,"Laboratory",NA,NA,NA,NA,"brucellosis",818,"Human","Yes","Yes","No","No","No",2016,624675,131,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,131
"63","Baringo",2016-08-01,"Clinical",NA,NA,NA,NA,"brucellosis",162,"Human","Yes","Yes","No","No","No",2016,624675,26,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,26
"64","Baringo",2016-08-01,"Laboratory",NA,NA,NA,NA,"brucellosis",677,"Human","Yes","Yes","No","No","No",2016,624675,108,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,108
"65","Baringo",2016-09-01,"Clinical",NA,NA,NA,NA,"brucellosis",419,"Human","Yes","Yes","No","No","No",2016,624675,67,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,67
"66","Baringo",2016-09-01,"Laboratory",NA,NA,NA,NA,"brucellosis",603,"Human","Yes","Yes","No","No","No",2016,624675,97,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,97
"67","Baringo",2016-10-01,"Clinical",NA,NA,NA,NA,"brucellosis",246,"Human","Yes","Yes","No","No","No",2016,624675,39,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,39
"68","Baringo",2016-10-01,"Laboratory",NA,NA,NA,NA,"brucellosis",543,"Human","Yes","Yes","No","No","No",2016,624675,87,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,87
"69","Baringo",2016-11-01,"Clinical",NA,NA,NA,NA,"brucellosis",151,"Human","Yes","Yes","No","No","No",2016,624675,24,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,24
"70","Baringo",2016-11-01,"Laboratory",NA,NA,NA,NA,"brucellosis",405,"Human","Yes","Yes","No","No","No",2016,624675,65,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,65
"71","Baringo",2016-12-01,"Clinical",NA,NA,NA,NA,"brucellosis",179,"Human","Yes","Yes","No","No","No",2016,624675,29,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,29
"72","Baringo",2016-12-01,"Laboratory",NA,NA,NA,NA,"brucellosis",317,"Human","Yes","Yes","No","No","No",2016,624675,51,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,51
"73","Baringo",2017-01-01,"Clinical",NA,NA,NA,NA,"brucellosis",240,"Human","Yes","Yes","No","No","No",2017,638401,38,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,38
"74","Baringo",2017-01-01,"Laboratory",NA,NA,NA,NA,"brucellosis",693,"Human","Yes","Yes","No","No","No",2017,638401,109,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,109
"75","Baringo",2017-02-01,"Clinical",NA,NA,NA,NA,"brucellosis",321,"Human","Yes","Yes","No","No","No",2017,638401,50,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,50
"76","Baringo",2017-02-01,"Laboratory",NA,NA,NA,NA,"brucellosis",813,"Human","Yes","Yes","No","No","No",2017,638401,127,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,127
"77","Baringo",2017-03-01,"Clinical",NA,NA,NA,NA,"brucellosis",210,"Human","Yes","Yes","No","No","No",2017,638401,33,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,33
"78","Baringo",2017-03-01,"Laboratory",NA,NA,NA,NA,"brucellosis",708,"Human","Yes","Yes","No","No","No",2017,638401,111,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,111
"79","Baringo",2017-04-01,"Clinical",NA,NA,NA,NA,"brucellosis",373,"Human","Yes","Yes","No","No","No",2017,638401,58,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,58
"80","Baringo",2017-04-01,"Laboratory",NA,NA,NA,NA,"brucellosis",445,"Human","Yes","Yes","No","No","No",2017,638401,70,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,70
"81","Baringo",2017-05-01,"Clinical",NA,NA,NA,NA,"brucellosis",220,"Human","Yes","Yes","No","No","No",2017,638401,34,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,34
"82","Baringo",2017-05-01,"Laboratory",NA,NA,NA,NA,"brucellosis",561,"Human","Yes","Yes","No","No","No",2017,638401,88,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,88
"83","Baringo",2017-06-01,"Clinical",NA,NA,NA,NA,"brucellosis",213,"Human","Yes","Yes","No","No","No",2017,638401,33,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,33
"84","Baringo",2017-06-01,"Laboratory",NA,NA,NA,NA,"brucellosis",279,"Human","Yes","Yes","No","No","No",2017,638401,44,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,44
"85","Baringo",2017-07-01,"Clinical",NA,NA,NA,NA,"brucellosis",109,"Human","Yes","Yes","No","No","No",2017,638401,17,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,17
"86","Baringo",2017-07-01,"Laboratory",NA,NA,NA,NA,"brucellosis",290,"Human","Yes","Yes","No","No","No",2017,638401,45,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,45
"87","Baringo",2017-08-01,"Clinical",NA,NA,NA,NA,"brucellosis",116,"Human","Yes","Yes","No","No","No",2017,638401,18,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,18
"88","Baringo",2017-08-01,"Laboratory",NA,NA,NA,NA,"brucellosis",301,"Human","Yes","Yes","No","No","No",2017,638401,47,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,47
"89","Baringo",2017-09-01,"Clinical",NA,NA,NA,NA,"brucellosis",108,"Human","Yes","Yes","No","No","No",2017,638401,17,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,17
"90","Baringo",2017-09-01,"Laboratory",NA,NA,NA,NA,"brucellosis",305,"Human","Yes","Yes","No","No","No",2017,638401,48,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,48
"91","Baringo",2017-10-01,"Clinical",NA,NA,NA,NA,"brucellosis",284,"Human","Yes","Yes","No","No","No",2017,638401,44,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,44
"92","Baringo",2017-10-01,"Laboratory",NA,NA,NA,NA,"brucellosis",536,"Human","Yes","Yes","No","No","No",2017,638401,84,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,84
"93","Baringo",2017-11-01,"Clinical",NA,NA,NA,NA,"brucellosis",298,"Human","Yes","Yes","No","No","No",2017,638401,47,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,47
"94","Baringo",2017-11-01,"Laboratory",NA,NA,NA,NA,"brucellosis",716,"Human","Yes","Yes","No","No","No",2017,638401,112,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,112
"95","Baringo",2017-12-01,"Clinical",NA,NA,NA,NA,"brucellosis",129,"Human","Yes","Yes","No","No","No",2017,638401,20,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,20
"96","Baringo",2017-12-01,"Laboratory",NA,NA,NA,NA,"brucellosis",503,"Human","Yes","Yes","No","No","No",2017,638401,79,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,79
"97","Baringo",2018-01-01,"Clinical",NA,NA,NA,NA,"brucellosis",227,"Human","Yes","Yes","No","No","No",2018,652428,35,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,35
"98","Baringo",2018-01-01,"Laboratory",NA,NA,NA,NA,"brucellosis",822,"Human","Yes","Yes","No","No","No",2018,652428,126,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,126
"99","Baringo",2018-02-01,"Clinical",NA,NA,NA,NA,"brucellosis",386,"Human","Yes","Yes","No","No","No",2018,652428,59,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,59
"100","Baringo",2018-02-01,"Laboratory",NA,NA,NA,NA,"brucellosis",812,"Human","Yes","Yes","No","No","No",2018,652428,124,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,124
"101","Baringo",2018-03-01,"Clinical",NA,NA,NA,NA,"brucellosis",274,"Human","Yes","Yes","No","No","No",2018,652428,42,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,42
"102","Baringo",2018-03-01,"Laboratory",NA,NA,NA,NA,"brucellosis",909,"Human","Yes","Yes","No","No","No",2018,652428,139,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,139
"103","Baringo",2018-04-01,"Clinical",NA,NA,NA,NA,"brucellosis",148,"Human","Yes","Yes","No","No","No",2018,652428,23,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,23
"104","Baringo",2018-04-01,"Laboratory",NA,NA,NA,NA,"brucellosis",652,"Human","Yes","Yes","No","No","No",2018,652428,100,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,100
"105","Baringo",2018-05-01,"Clinical",NA,NA,NA,NA,"brucellosis",248,"Human","Yes","Yes","No","No","No",2018,652428,38,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,38
"106","Baringo",2018-05-01,"Laboratory",NA,NA,NA,NA,"brucellosis",631,"Human","Yes","Yes","No","No","No",2018,652428,97,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,97
"107","Baringo",2018-06-01,"Clinical",NA,NA,NA,NA,"brucellosis",301,"Human","Yes","Yes","No","No","No",2018,652428,46,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,46
"108","Baringo",2018-06-01,"Laboratory",NA,NA,NA,NA,"brucellosis",800,"Human","Yes","Yes","No","No","No",2018,652428,123,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,123
"109","Baringo",2018-07-01,"Clinical",NA,NA,NA,NA,"brucellosis",361,"Human","Yes","Yes","No","No","No",2018,652428,55,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,55
"110","Baringo",2018-07-01,"Laboratory",NA,NA,NA,NA,"brucellosis",1380,"Human","Yes","Yes","No","No","No",2018,652428,212,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,212
"111","Baringo",2018-08-01,"Clinical",NA,NA,NA,NA,"brucellosis",284,"Human","Yes","Yes","No","No","No",2018,652428,44,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,44
"112","Baringo",2018-08-01,"Laboratory",NA,NA,NA,NA,"brucellosis",1136,"Human","Yes","Yes","No","No","No",2018,652428,174,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,174
"113","Baringo",2018-09-01,"Clinical",NA,NA,NA,NA,"brucellosis",372,"Human","Yes","Yes","No","No","No",2018,652428,57,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,57
"114","Baringo",2018-09-01,"Laboratory",NA,NA,NA,NA,"brucellosis",1096,"Human","Yes","Yes","No","No","No",2018,652428,168,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,168
"115","Baringo",2018-10-01,"Clinical",NA,NA,NA,NA,"brucellosis",392,"Human","Yes","Yes","No","No","No",2018,652428,60,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,60
"116","Baringo",2018-10-01,"Laboratory",NA,NA,NA,NA,"brucellosis",1338,"Human","Yes","Yes","No","No","No",2018,652428,205,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,205
"117","Baringo",2018-11-01,"Clinical",NA,NA,NA,NA,"brucellosis",302,"Human","Yes","Yes","No","No","No",2018,652428,46,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,46
"118","Baringo",2018-11-01,"Laboratory",NA,NA,NA,NA,"brucellosis",1039,"Human","Yes","Yes","No","No","No",2018,652428,159,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,159
"119","Baringo",2018-12-01,"Clinical",NA,NA,NA,NA,"brucellosis",247,"Human","Yes","Yes","No","No","No",2018,652428,38,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,38
"120","Baringo",2018-12-01,"Laboratory",NA,NA,NA,NA,"brucellosis",730,"Human","Yes","Yes","No","No","No",2018,652428,112,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,112
"121","Baringo",2019-01-01,"Clinical",NA,NA,NA,NA,"brucellosis",421,"Human","Yes","Yes","No","No","No",2019,666763,63,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,63
"122","Baringo",2019-01-01,"Laboratory",NA,NA,NA,NA,"brucellosis",1078,"Human","Yes","Yes","No","No","No",2019,666763,162,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,162
"123","Baringo",2019-02-01,"Clinical",NA,NA,NA,NA,"brucellosis",301,"Human","Yes","Yes","No","No","No",2019,666763,45,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,45
"124","Baringo",2019-02-01,"Laboratory",NA,NA,NA,NA,"brucellosis",1048,"Human","Yes","Yes","No","No","No",2019,666763,157,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,157
"125","Baringo",2019-03-01,"Clinical",NA,NA,NA,NA,"brucellosis",403,"Human","Yes","Yes","No","No","No",2019,666763,60,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,60
"126","Baringo",2019-03-01,"Laboratory",NA,NA,NA,NA,"brucellosis",1224,"Human","Yes","Yes","No","No","No",2019,666763,184,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,184
"127","Baringo",2019-04-01,"Clinical",NA,NA,NA,NA,"brucellosis",321,"Human","Yes","Yes","No","No","No",2019,666763,48,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,48
"128","Baringo",2019-04-01,"Laboratory",NA,NA,NA,NA,"brucellosis",1509,"Human","Yes","Yes","No","No","No",2019,666763,226,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,226
"129","Baringo",2019-05-01,"Clinical",NA,NA,NA,NA,"brucellosis",376,"Human","Yes","Yes","No","No","No",2019,666763,56,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,56
"130","Baringo",2019-05-01,"Clinically confirmed",NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686686,1867454,77000,36218,864,819692,NA,NA,NA,4.3688,NA
"131","Baringo",2019-05-01,"Lab confirmed",12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686686,1867454,77000,36218,864,819692,14.6396,NA,NA,NA,NA
"132","Baringo",2019-05-01,"Laboratory",NA,NA,NA,NA,"brucellosis",678,"Human","Yes","Yes","No","No","No",2019,666763,102,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,102
"133","Baringo",2019-06-01,"Clinical",NA,NA,NA,NA,"brucellosis",277,"Human","Yes","Yes","No","No","No",2019,666763,42,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,42
"134","Baringo",2019-06-01,"Clinically confirmed",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,686686,1867454,77000,36218,864,819692,1.22,NA,NA,NA,NA
"135","Baringo",2019-06-01,"Laboratory",NA,NA,NA,NA,"brucellosis",669,"Human","Yes","Yes","No","No","No",2019,666763,100,686686,1867454,77000,36218,864,819692,NA,NA,NA,NA,100
